country_iso2,WINDOWS,ANDROID,MACOSX,IOS,LINUX,CHROMEOS,SMART_TV,tls13,IPv6,HTTP/3,bw_p50
AW,31.603916830188677,29.09256850943396,10.86221033962264,26.325321867924526,0.8680941698113208,1.1233342641509434,0.12455384905660377,64.82117816981132,2.5210580943396224,29.727223471698114,10.330037716981131
AX,46.42061252830189,22.043922773584907,12.956026245283018,16.35673583018868,1.8736924528301888,0.2878628113207547,0.06114733962264151,59.917079301886794,29.233254396226414,31.400088037735852,49.68197873584906
AZ,25.44516128301887,52.08264328301887,3.3589629999999997,17.245366754716983,1.4807425849056604,0.041140528301886796,0.34598250943396225,64.54401756603774,0.3846592075471698,28.28979583018868,9.600330849056604
BA,26.78440179245283,56.10690115094339,2.6831492452830186,12.778526603773583,1.493316075471698,0.08424171698113207,0.06946354716981132,59.378006603773585,7.692852528301887,33.38955013207547,16.902072509433964
BB,35.415724490566035,31.347797811320753,14.094758037735849,16.26475132075472,1.8075024716981132,0.9667560188679246,0.10270988679245283,64.17749311320755,14.208364226415094,26.379650679245284,8.92537537735849
BD,18.20295233962264,75.01992822641509,2.2770961320754717,3.191699037735849,1.2403129433962266,0.054558867924528305,0.013452490566037737,68.47569973584906,20.001975735849058,24.31298950943396,10.491114641509435
BE,39.25038101886793,25.79632428301887,11.757593377358491,19.262044094339622,2.8559667924528305,1.028392962264151,0.04929730188679245,72.39915650943396,33.97351764150943,20.559880773584904,28.293438735849058
BF,20.42388011320755,72.14026124528301,1.7060775094339622,4.660486811320754,0.9298028490566037,0.1071786037735849,0.03231275471698113,65.92340854716981,11.844133792452832,19.877273905660378,5.45613679245283
BG,35.23318986792453,42.532496528301884,4.265022547169811,15.44237616981132,2.1897322264150945,0.16046701886792453,0.17671556603773586,67.2607463018868,15.243273603773584,27.161114320754717,23.5294360754717
BH,35.759527754716984,29.089215264150944,9.287069433962264,22.94711820754717,2.3310053018867927,0.5016346415094339,0.08442945283018868,62.9815929245283,16.349623849056606,27.349064358490565,18.04584262264151
