date,country_iso2,metric,p75,p50,p25
2025-10-20 00:00:00+00:00,AF,DNS,302.767977,196.052425,137.310301
2025-10-27 00:00:00+00:00,AF,DNS,288.295112,192.931999,140.242503
2025-11-03 00:00:00+00:00,AF,DNS,295.652567,198.487176,146.619707
2025-11-10 00:00:00+00:00,AF,DNS,323.080698,212.490649,153.24722
2025-11-17 00:00:00+00:00,AF,DNS,287.653979,202.297402,148.236053
2025-11-24 00:00:00+00:00,AF,DNS,286.583201,197.049011,144.268908
2025-12-01 00:00:00+00:00,AF,DNS,301.542041,205.440257,153.919531
2025-12-08 00:00:00+00:00,AF,DNS,306.643981,202.143502,153.596229
2025-12-15 00:00:00+00:00,AF,DNS,295.825883,197.394949,149.499056
2025-12-22 00:00:00+00:00,AF,DNS,308.459348,201.961643,156.466114
2025-12-29 00:00:00+00:00,AF,DNS,297.01568,201.78221,155.018623
2026-01-05 00:00:00+00:00,AF,DNS,274.243384,185.961526,138.62332
2026-01-12 00:00:00+00:00,AF,DNS,264.644084,184.5424,141.08482
2026-01-19 00:00:00+00:00,AF,DNS,248.593553,178.542161,132.299601
2026-01-26 00:00:00+00:00,AF,DNS,231.773694,176.579597,131.799396
2026-02-02 00:00:00+00:00,AF,DNS,238.16598,180.146805,136.613727
2026-02-09 00:00:00+00:00,AF,DNS,246.590864,175.480173,128.024016
2026-02-16 00:00:00+00:00,AF,DNS,214.508389,167.356286,130.307126
2026-02-23 00:00:00+00:00,AF,DNS,221.396476,169.104374,128.380523
2026-03-02 00:00:00+00:00,AF,DNS,248.018122,175.143212,134.892738
2026-03-09 00:00:00+00:00,AF,DNS,236.297165,172.531779,133.462794
2026-03-16 00:00:00+00:00,AF,DNS,233.432661,170.505676,135.359087
2026-03-23 00:00:00+00:00,AF,DNS,231.612231,175.610225,137.500895
2026-03-30 00:00:00+00:00,AF,DNS,225.049409,169.222601,135.423566
2026-04-06 00:00:00+00:00,AF,DNS,220.3162,164.969924,128.522631
2026-04-13 00:00:00+00:00,AF,DNS,229.786005,170.60461,132.833014
2026-04-20 00:00:00+00:00,AF,DNS,217.628739,161.377327,128.820304
2026-04-27 00:00:00+00:00,AF,DNS,228.317957,167.116597,130.56411
2026-05-04 00:00:00+00:00,AF,DNS,228.105896,162.142484,127.025183
2026-05-11 00:00:00+00:00,AF,DNS,221.407786,167.158651,133.803958
2026-05-18 00:00:00+00:00,AF,DNS,233.347571,172.715141,133.517823
2026-05-25 00:00:00+00:00,AF,DNS,229.072935,170.842449,134.661266
2026-06-01 00:00:00+00:00,AF,DNS,224.879684,169.27934,134.840337
2026-06-08 00:00:00+00:00,AF,DNS,232.76309,178.447473,144.295295
2025-06-09 00:00:00+00:00,AP,DNS,,,
2025-06-16 00:00:00+00:00,AP,DNS,,,
2025-06-23 00:00:00+00:00,AP,DNS,,,
2025-06-30 00:00:00+00:00,AP,DNS,,,
2025-07-07 00:00:00+00:00,AP,DNS,,,
2025-07-14 00:00:00+00:00,AP,DNS,,,
2025-07-21 00:00:00+00:00,AP,DNS,,,
2025-07-28 00:00:00+00:00,AP,DNS,,,
2025-08-04 00:00:00+00:00,AP,DNS,,,
2025-08-11 00:00:00+00:00,AP,DNS,,,
2025-08-18 00:00:00+00:00,AP,DNS,,,
2025-08-25 00:00:00+00:00,AP,DNS,,,
2025-09-01 00:00:00+00:00,AP,DNS,,,
2025-09-08 00:00:00+00:00,AP,DNS,,,
2025-09-15 00:00:00+00:00,AP,DNS,,,
2025-09-22 00:00:00+00:00,AP,DNS,,,
2025-09-29 00:00:00+00:00,AP,DNS,,,
2025-10-06 00:00:00+00:00,AP,DNS,,,
2025-10-13 00:00:00+00:00,AP,DNS,,,
2025-10-20 00:00:00+00:00,AP,DNS,,,
2025-10-27 00:00:00+00:00,AP,DNS,,,
2025-11-03 00:00:00+00:00,AP,DNS,,,
2025-11-10 00:00:00+00:00,AP,DNS,,,
2025-11-17 00:00:00+00:00,AP,DNS,,,
2025-11-24 00:00:00+00:00,AP,DNS,,,
2025-12-01 00:00:00+00:00,AP,DNS,,,
2025-12-08 00:00:00+00:00,AP,DNS,,,
2025-12-15 00:00:00+00:00,AP,DNS,,,
2025-12-22 00:00:00+00:00,AP,DNS,,,
2025-12-29 00:00:00+00:00,AP,DNS,,,
2026-01-05 00:00:00+00:00,AP,DNS,,,
2026-01-12 00:00:00+00:00,AP,DNS,,,
2026-01-19 00:00:00+00:00,AP,DNS,,,
2026-01-26 00:00:00+00:00,AP,DNS,,,
2026-02-02 00:00:00+00:00,AP,DNS,,,
2026-02-09 00:00:00+00:00,AP,DNS,,,
2026-02-16 00:00:00+00:00,AP,DNS,,,
2026-02-23 00:00:00+00:00,AP,DNS,,,
2026-03-02 00:00:00+00:00,AP,DNS,,,
2026-03-09 00:00:00+00:00,AP,DNS,,,
2026-03-16 00:00:00+00:00,AP,DNS,,,
2026-03-23 00:00:00+00:00,AP,DNS,,,
2026-03-30 00:00:00+00:00,AP,DNS,,,
2026-04-06 00:00:00+00:00,AP,DNS,,,
2026-04-13 00:00:00+00:00,AP,DNS,,,
2026-04-20 00:00:00+00:00,AP,DNS,,,
2026-04-27 00:00:00+00:00,AP,DNS,,,
2026-05-04 00:00:00+00:00,AP,DNS,,,
2026-05-11 00:00:00+00:00,AP,DNS,,,
2026-05-18 00:00:00+00:00,AP,DNS,,,
2026-05-25 00:00:00+00:00,AP,DNS,,,
2026-06-01 00:00:00+00:00,AP,DNS,,,
2026-06-08 00:00:00+00:00,AP,DNS,,,
2025-06-09 00:00:00+00:00,AL,DNS,77.348888,51.956618,36.397727
2025-06-16 00:00:00+00:00,AL,DNS,73.107579,48.946497,32.543163
2025-06-23 00:00:00+00:00,AL,DNS,75.372419,50.748331,34.575783
2025-06-30 00:00:00+00:00,AL,DNS,74.563085,49.357686,33.627465
2025-07-07 00:00:00+00:00,AL,DNS,75.693569,50.111441,32.977589
2025-07-14 00:00:00+00:00,AL,DNS,77.11817,50.603581,34.356624
2025-07-21 00:00:00+00:00,AL,DNS,82.160349,53.45369,35.874269
2025-07-28 00:00:00+00:00,AL,DNS,74.651127,49.536459,33.199186
2025-08-04 00:00:00+00:00,AL,DNS,78.427308,50.723662,35.081766
2025-08-11 00:00:00+00:00,AL,DNS,80.101313,51.966026,35.222081
2025-08-18 00:00:00+00:00,AL,DNS,79.202045,52.366626,35.797962
2025-08-25 00:00:00+00:00,AL,DNS,83.209519,54.547428,36.815147
2025-09-01 00:00:00+00:00,AL,DNS,79.625388,51.709572,34.481069
2025-09-08 00:00:00+00:00,AL,DNS,79.940595,51.940469,34.694455
2025-09-15 00:00:00+00:00,AL,DNS,76.973271,50.987338,35.785025
2025-09-22 00:00:00+00:00,AL,DNS,82.687548,52.319933,35.893948
2025-09-29 00:00:00+00:00,AL,DNS,84.621584,54.537994,37.375514
2025-10-06 00:00:00+00:00,AL,DNS,75.396648,49.892394,34.27918
