country_iso2,bot_ratio,tls13,IPv6,HTTP/3,bw_p50
TT,0.18338452414910955,61.04383958490566,23.84074150943396,29.071805735849058,8.54705313207547
TV,0.28327389565754457,70.22971566037737,61.537958811320756,22.295280358490565,7.703437522727273
TW,0.2112386220733593,60.94427218867924,37.09967267924529,30.877710471698116,27.563149
TZ,0.09592981452734259,63.39914279245283,1.1538548113207547,26.677403132075472,5.160236320754717
UA,0.18489978150758496,56.469850283018864,9.715099943396227,34.435783037735845,15.481448056603774
UG,0.09067554660286684,64.16794479245283,2.018935283018868,28.74605296226415,6.04398262264151
UM,0.408027377920448,62.74372296226415,93.6318385471698,24.25051383018868,
US,0.4348739001843304,74.4217040754717,29.137216320754717,16.18097766037736,25.245442018867923
UY,0.13456035830054117,64.08139167924529,52.3416380754717,29.74573483018868,20.885163301886795
UZ,0.1792844735831128,62.692910867924525,8.964858584905661,29.598266000000002,5.6450119999999995
VA,0.35320527697759996,68.33527173584905,12.187815301886792,20.917929528301887,71.84838216129033
VC,0.09474036962169409,66.92940649056604,3.7521336792452833,27.5739000754717,7.958704056603773
VE,0.18676786094152856,68.30034843396227,4.612485566037736,24.902286735849056,8.822119037735849
VG,0.1674545743379481,67.37585079245282,17.257321509433964,26.877203735849058,13.381786075471698
VI,0.09468345264056262,63.59092879245283,13.651504320754716,30.348575018867926,10.584418490566039
VN,0.2448157415069858,69.33048805660377,40.611234622641504,25.433913396226416,15.214620716981132
VU,0.15377537622487733,62.01690079245283,14.114047905660376,29.368568867924527,6.825082698113207
WF,0.13034291754586638,61.64395398113208,8.74227703773585,33.34883362264151,3.645782458333333
WS,0.11866624396107749,59.12537856603773,7.690794433962264,33.12560120754717,8.76354862264151
XK,0.46593664622175573,57.58435350943397,4.063605075471698,23.316513886792453,19.807370905660374
YE,0.09789084886694563,77.87519301886792,2.1461218490566036,11.771912811320755,3.519757566037736
YT,0.12554073339497102,62.73371437735849,23.91046941509434,30.827721773584905,4.9910911698113205
ZA,0.16578958697947418,67.3476858490566,2.7590666415094343,27.292225037735847,15.915886320754717
ZM,0.12788586301758903,62.310943962264155,4.047280113207547,28.1910579245283,5.822022094339622
ZW,0.1313389462251017,73.03454045283019,15.53481883018868,17.55646586792453,7.789351415094339
